gene_id,mean,median,gene_name,chromosome_name,genomic_strand,TSS,split
ENSG00000165509,0.2214252173913043,0.04205,MAGEC3,X,+,141894666,train
ENSG00000165512,6.775681304347826,6.40285,ZNF22,10,+,45000898,train
ENSG00000165516,8.70266,7.7389,KLHDC2,14,+,49768109,train
ENSG00000165521,0.6346730434782608,0.4236,EML5,14,-,88792924,train
ENSG00000165525,10.612140434782608,10.1988,NEMF,14,-,49852764,train
ENSG00000165526,6.356825217391305,5.9132,RPUSD4,11,-,126211637,valid
ENSG00000165527,30.736896521739126,28.67155,ARF6,14,+,49893055,test
ENSG00000165533,4.169754347826087,3.90665,TTC8,14,+,88824621,train
ENSG00000165548,2.21865,1.3901,TMEM63C,14,+,77181780,train
ENSG00000165553,0.0347652173913043,0.0,NGB,14,-,77271200,train
ENSG00000165555,0.7991882608695652,0.7515,NOXRED1,14,-,77423517,train
ENSG00000165556,0.11441,0.01235,CDX2,13,-,27969294,train
ENSG00000165566,0.0390769565217391,0.0087,AMER2,13,-,25172288,train
ENSG00000165568,3.8335256521739134,3.2736,AKR1E2,10,+,4826200,train
ENSG00000165572,2.6764421739130437,2.5263,KBTBD6,13,-,41132728,valid
ENSG00000165583,0.2418573913043478,0.0,SSX5,X,-,48196788,train
ENSG00000165584,0.2277865217391304,0.0,SSX3,X,-,48356688,train
ENSG00000165588,0.05919,0.0,OTX2,14,-,56810460,train
ENSG00000165591,11.45054086956522,10.13345,FAAH2,X,+,57286848,train
ENSG00000165606,0.4713352173913043,0.06365,DRGX,10,-,49396075,train
ENSG00000165609,10.06983347826087,9.32845,NUDT5,10,-,12195837,train
ENSG00000165617,2.6089060869565217,2.2629,DACT1,14,+,58637946,train
ENSG00000165621,0.1198808695652174,0.0403,OXGR1,13,-,96994338,train
ENSG00000165623,0.0112095652173913,0.0,UCMA,10,-,13234368,train
ENSG00000165626,1.5650034782608693,1.44525,BEND7,10,-,13528971,train
ENSG00000165629,41.73742652173912,39.82575,ATP5F1C,10,+,7788177,train
ENSG00000165630,5.120902608695652,5.0163,PRPF18,10,+,13586933,test
ENSG00000165632,2.688868260869565,2.5647,TAF3,10,+,7818497,train
ENSG00000165633,2.4383978260869568,1.99935,VSTM4,10,-,49115498,train
ENSG00000165637,23.844444347826087,20.6192,VDAC2,10,+,75210775,train
ENSG00000165643,0.009961304347826,0.0,SOHLH1,9,-,135699473,train
ENSG00000165644,4.229997391304347,3.4859,COMTD1,10,-,75235931,train
ENSG00000165646,1.2008095652173914,0.93765,SLC18A2,10,+,117241107,train
ENSG00000165650,10.443785217391303,9.15585,PDZD8,10,-,117375407,train
ENSG00000165655,2.409422173913044,2.07255,ZNF503,10,-,75401746,train
ENSG00000165660,8.75112,8.49135,ABRAXAS2,10,+,124801819,train
ENSG00000165661,5.700154347826087,5.22015,QSOX2,9,-,136245802,train
ENSG00000165669,2.7939339130434777,2.6792,FAM204A,10,-,118342292,train
ENSG00000165671,15.146917391304347,14.443,NSD1,5,+,177133741,train
ENSG00000165672,32.28583086956522,28.93285,PRDX3,10,-,119178791,train
ENSG00000165675,5.435951739130435,4.94475,ENOX2,X,-,130903188,train
ENSG00000165678,56.32170478260869,51.72215,GHITM,10,+,84139520,train
ENSG00000165682,0.2530230434782609,0.2168,CLEC1B,12,-,9999110,train
ENSG00000165684,3.055527391304348,2.97055,SNAPC4,9,-,136377511,train
ENSG00000165685,0.8175099999999998,0.70105,TMEM52B,12,+,10170542,train
ENSG00000165688,5.821120434782609,5.4044,PMPCA,9,+,136410650,train
ENSG00000165689,8.884634347826086,8.33335,ENTR1,9,-,136404108,train
ENSG00000165694,0.0317517391304347,0.0186,FRMD7,X,-,132094223,train
ENSG00000165695,0.9402678260869566,0.84425,AK8,9,-,132878262,test
ENSG00000165698,1.8398591304347829,1.60345,SPACA9,9,+,132878898,train
ENSG00000165699,5.372029565217392,5.2127,TSC1,9,-,132944600,train
ENSG00000165702,0.0979121739130434,0.0739499999999999,GFI1B,9,+,132978704,train
ENSG00000165704,9.145029130434782,8.35085,HPRT1,X,+,134460247,train
ENSG00000165716,1.867958695652174,1.4871500000000002,DIPK1B,9,+,136712572,train
ENSG00000165724,6.30283695652174,6.0127500000000005,ZMYND19,9,-,137590465,train
ENSG00000165730,2.027533043478261,1.47155,STOX1,10,+,68827522,train
ENSG00000165731,1.4946204347826086,0.2623499999999999,RET,10,+,43077060,train
ENSG00000165732,34.37795434782609,30.9937,DDX21,10,+,68956158,train
ENSG00000165733,11.98912347826087,11.5148,BMS1,10,+,42782769,train
ENSG00000165752,2.396004782608696,2.0615,STK32C,10,-,132307934,train
ENSG00000165757,6.327027391304348,5.59595,JCAD,10,-,30013918,train
ENSG00000165775,4.949458260869565,4.5528,FUNDC2,X,+,155026909,test
ENSG00000165792,6.7215552173913045,6.5393,METTL17,14,+,20989968,train
ENSG00000165794,0.0556008695652173,0.0268,SLC39A2,14,+,20999270,train
ENSG00000165795,3.369962173913044,3.0219,NDRG2,14,-,21025725,train
ENSG00000165799,0.1448226086956522,0.0705,RNASE7,14,+,21042352,train
ENSG00000165801,5.248169130434783,4.850849999999999,ARHGEF40,14,+,21070275,train
ENSG00000165802,6.115228260869565,5.10255,NSMF,9,-,137459334,train
ENSG00000165804,2.480891739130435,2.2466,ZNF219,14,-,21098572,valid
ENSG00000165805,0.0104647826086956,0.0089,C12orf50,12,-,88029387,train
ENSG00000165806,11.794442608695654,11.041250000000002,CASP7,10,+,113679902,test
ENSG00000165807,0.3695917391304347,0.23195,PPP1R36,14,+,64549954,train
ENSG00000165810,1.5436634782608696,1.1131,BTNL9,5,+,181040259,train
ENSG00000165813,11.149988695652176,10.76115,CCDC186,10,-,114131336,train
ENSG00000165816,10.590344347826086,8.7058,VWA2,10,+,114239245,train
ENSG00000165819,9.947780869565216,9.27915,METTL3,14,-,21511286,train
ENSG00000165821,2.6884673913043478,2.17945,SALL2,14,-,21526203,train
ENSG00000165828,0.1947647826086956,0.1344,PRAP1,10,+,133347366,train
ENSG00000165832,7.063380869565217,6.69095,TRUB1,10,+,114938187,train
ENSG00000165837,0.0997526086956521,0.09215,ERICH6B,13,-,45550268,train
ENSG00000165841,0.2082173913043478,0.0472,CYP2C19,10,+,94762673,train
ENSG00000165861,5.542416956521739,5.466,ZFYVE1,14,-,73027076,train
ENSG00000165868,1.471153043478261,1.38235,HSPA12A,10,-,116742559,train
ENSG00000165879,2.2975413043478263,2.04235,FRAT1,10,+,97319251,valid
ENSG00000165886,8.842371739130435,8.2559,UBTD1,10,+,97498880,train
ENSG00000165887,0.1984060869565217,0.1261,ANKRD2,10,+,97572772,train
ENSG00000165891,1.282943913043478,0.8352999999999999,E2F7,12,-,77065526,train
ENSG00000165895,7.34465304347826,6.24855,ARHGAP42,11,+,100687279,train
ENSG00000165898,4.469929565217392,4.2026,ISCA2,14,+,74493743,train
ENSG00000165899,0.1788165217391304,0.0718999999999999,OTOGL,12,+,80209264,train
ENSG00000165905,4.182255217391304,3.1153500000000003,LARGE2,11,+,45921621,train
ENSG00000165912,9.421325217391306,8.787949999999999,PACSIN3,11,-,47186399,train
ENSG00000165914,0.9121008695652176,0.8171999999999999,TTC7B,14,-,90816382,train
ENSG00000165915,7.934950434782608,7.5237,SLC39A13,11,+,47408582,train
ENSG00000165916,37.96993304347826,34.831450000000004,PSMC3,11,-,47426233,train
ENSG00000165917,0.4617486956521739,0.29035,RAPSN,11,-,47449130,test
ENSG00000165923,0.70635,0.5503,AGBL2,11,-,47715344,train
ENSG00000165929,34.7766495652174,28.863750000000003,TC2N,14,-,91867529,train
ENSG00000165934,7.909298695652174,7.6643,CPSF2,14,+,92121954,train
ENSG00000165935,0.4874391304347827,0.32375,SMCO2,12,+,27446736,train
ENSG00000165943,14.304778260869568,13.799,MOAP1,14,-,93184841,train
ENSG00000165948,4.184621304347826,3.8287,IFI27L1,14,+,94081329,test
ENSG00000165949,48.59229956521738,39.77735,IFI27,14,+,94110728,train
ENSG00000165953,0.0066534782608695,0.0,SERPINA12,14,-,94504268,train
ENSG00000165959,4.224648695652174,3.3832,CLMN,14,-,95319863,train
ENSG00000165966,0.3840073913043478,0.2326,PDZRN4,12,+,41188715,train
ENSG00000165970,0.0286334782608695,0.0,SLC6A5,11,+,20599602,train
ENSG00000165972,0.1358095652173913,0.12035,CCDC38,12,-,95942591,train
ENSG00000165973,3.781893913043479,0.1438499999999999,NELL1,11,+,20669553,train
ENSG00000165983,8.897366956521738,8.32245,PTER,10,+,16436996,train
ENSG00000165985,1.3066239130434782,1.0935,C1QL3,10,-,16521819,train
ENSG00000165995,1.3639913043478264,1.17605,CACNB2,10,+,18140372,train
ENSG00000165996,1.346961739130435,1.0448,HACD1,10,-,17617374,valid
ENSG00000165997,10.078595652173917,9.04255,ARL5B,10,+,18659382,train
ENSG00000166002,15.394391304347826,14.46845,SMCO4,11,-,93479189,train
ENSG00000166004,6.573486086956522,6.2021,CEP295,11,+,93661682,train
ENSG00000166006,0.0521373913043478,0.00945,KCNC2,12,-,75209702,train
ENSG00000166012,13.35166695652174,12.73895,TAF1D,11,-,93741479,train
ENSG00000166016,2.3334052173913045,2.0402,ABTB2,11,-,34357999,train
ENSG00000166024,11.458106521739133,11.414750000000002,R3HCC1L,10,+,98163287,train
ENSG00000166025,8.393821304347826,7.88185,AMOTL1,11,+,94768331,train
ENSG00000166033,34.88172956521739,29.31835,HTRA1,10,+,122461566,train
ENSG00000166035,0.2386447826086956,0.1538999999999999,LIPC,15,+,58410543,test
ENSG00000166037,7.334613913043477,7.110250000000001,CEP57,11,+,95790457,train
ENSG00000166046,5.429752173913044,5.0753,TCP11L2,12,+,106302805,train
ENSG00000166049,0.1245839130434782,0.0,PASD1,X,+,151563662,train
ENSG00000166068,18.433215217391304,16.576549999999997,SPRED1,15,+,38252275,train
ENSG00000166069,0.0238878260869565,0.01335,TMCO5A,15,+,37934626,train
ENSG00000166073,2.8069930434782613,2.33075,GPR176,15,-,39920248,train
ENSG00000166086,3.1342330434782606,2.75045,JAM3,11,+,134069060,train
ENSG00000166090,0.0079547826086956,0.0,IL25,14,+,23372809,test
ENSG00000166091,0.021611304347826,0.01225,CMTM5,14,+,23377001,train
ENSG00000166105,4.322150869565218,0.98375,GLB1L3,11,+,134276345,train
ENSG00000166106,1.001933913043478,0.7213499999999999,ADAMTS15,11,+,130448634,train
ENSG00000166111,0.0283,0.0046,SVOP,12,-,109020940,train
ENSG00000166118,0.0118482608695652,0.0,SPATA19,11,-,133845499,train
ENSG00000166123,6.728556086956522,4.83295,GPT2,16,+,46884323,train
ENSG00000166126,1.841033913043478,1.00185,AMN,14,+,102922639,train
ENSG00000166128,12.064155217391304,11.1559,RAB8B,15,+,63189554,train
ENSG00000166130,4.895664347826087,4.5818,IKBIP,12,-,98644733,train
ENSG00000166133,3.271636086956521,3.11475,RPUSD2,15,+,40569288,train
ENSG00000166135,5.721434347826087,5.6119,HIF1AN,10,+,100535927,train
ENSG00000166136,3.729320434782609,3.7131,NDUFB8,10,-,100529854,train
ENSG00000166140,6.543415652173913,5.914249999999999,ZFYVE19,15,+,40807056,train
ENSG00000166143,6.237931739130435,2.1542000000000003,PPP1R14D,15,-,40828698,train
ENSG00000166145,36.01142,31.92075,SPINT1,15,+,40844388,train
ENSG00000166147,24.48738217391304,20.97275,FBN1,15,-,48645687,train
ENSG00000166148,0.6524356521739131,0.4217499999999999,AVPR1A,12,-,63151193,train
ENSG00000166152,0.03349,0.0258,C16orf78,16,+,49373799,train
ENSG00000166153,0.5758839130434783,0.50895,DEPDC4,12,-,100267045,test
ENSG00000166159,0.0112099999999999,0.0061,LRTM2,12,+,1820558,train
ENSG00000166160,0.0,0.0,OPN1MW2,X,+,154219756,train
ENSG00000166164,8.182151739130434,7.8923,BRD7,16,-,50368925,train
ENSG00000166165,21.09024739130435,15.60505,CKB,14,-,103522823,train
ENSG00000166166,6.076783043478261,5.63795,TRMT61A,14,+,103529166,train
ENSG00000166167,6.1989665217391305,6.0336,BTRC,10,+,101354083,train
ENSG00000166169,4.361734347826087,4.21305,POLL,10,-,101588150,train
ENSG00000166170,13.56408,13.0613,BAG5,14,-,103562637,train
ENSG00000166171,8.024338260869564,7.5801,DPCD,10,+,101588274,train
ENSG00000166173,0.9607217391304348,0.75575,LARP6,15,-,70854141,train
ENSG00000166181,21.32100869565217,20.50375,API5,11,+,43311963,train
ENSG00000166183,1.0829852173913042,0.8273,ASPG,14,+,104085693,train
ENSG00000166188,3.4808682608695656,3.25615,ZNF319,16,-,57998467,train
ENSG00000166189,7.246330434782608,7.1017,HPS6,10,+,102065323,test
ENSG00000166192,1.3629043478260867,1.24395,SENP8,15,+,72118391,train
ENSG00000166197,24.83574391304348,21.85085,NOLC1,10,+,102152380,train
ENSG00000166199,8.348102173913045,8.34815,ALKBH3,11,+,43880823,train
ENSG00000166200,7.984970869565218,7.816000000000001,COPS2,15,-,49155574,train
ENSG00000166206,0.7410734782608697,0.1264,GABRB3,15,-,26773028,train
ENSG00000166211,1.4392665217391307,0.0703999999999999,SPIC,12,+,101475318,train
ENSG00000166220,0.0480617391304347,0.03165,TBATA,10,-,70785387,train
ENSG00000166224,19.98794565217391,19.2959,SGPL1,10,+,70815887,train
ENSG00000166225,10.056099130434784,7.94175,FRS2,12,+,69470369,train
ENSG00000166226,34.95425391304348,27.84735,CCT2,12,+,69585430,train
ENSG00000166228,25.766219565217398,23.44955,PCBD1,10,-,70888546,valid
ENSG00000166233,5.99196304347826,5.7294,ARIH1,15,+,72474310,train
ENSG00000166246,0.5899060869565217,0.5073,DNAAF8,16,+,4734344,train
ENSG00000166250,5.57011304347826,4.76185,CLMP,11,-,123195218,train
ENSG00000166257,0.1213352173913043,0.0926,SCN3B,11,-,123654581,train
ENSG00000166260,6.635833043478261,6.23935,COX11,17,-,54968637,train
ENSG00000166261,4.036676956521739,3.9225,ZNF202,11,-,123741611,train
ENSG00000166262,1.0973769565217393,0.99355,FAM227B,15,-,49620818,train
ENSG00000166263,2.5121539130434782,2.3536,STXBP4,17,+,54968735,train
ENSG00000166265,2.889977826086956,2.5636,CYYR1,21,-,26573243,train
ENSG00000166266,10.38941043478261,10.35765,CUL5,11,+,108008881,train
ENSG00000166268,0.4913952173913042,0.25995,MYRFL,12,+,69825227,train
ENSG00000166272,9.266814347826088,8.9924,WBP1L,10,+,102743948,train
ENSG00000166275,5.502837391304348,5.1281,BORCS7,10,+,102854259,train
ENSG00000166278,3.401783478260869,2.6196,C2,6,+,31927703,train
ENSG00000166289,5.738239130434782,4.54825,PLEKHF1,19,+,29665444,train
ENSG00000166292,3.1725065217391304,1.8511,TMEM100,17,-,55722857,train
ENSG00000166295,17.26271304347826,16.377899999999997,ANAPC16,10,+,72215984,train
ENSG00000166311,9.700139130434785,9.07645,SMPD1,11,+,6390440,train
ENSG00000166313,3.686644782608696,3.5013500000000004,APBB1,11,-,6419053,train
ENSG00000166317,0.1641434782608695,0.1231,SYNPO2L,10,-,73655984,train
ENSG00000166321,3.899404347826087,3.7939,NUDT13,10,+,73110495,train
ENSG00000166323,1.640611739130435,1.5869,C11orf65,11,-,108467491,train
ENSG00000166326,11.16618086956522,10.9016,TRIM44,11,+,35662846,test
ENSG00000166329,0.0218317391304347,0.0,CCDC182,17,-,57745299,train
ENSG00000166333,0.6883721739130434,0.6521,ILK,11,+,6603740,train
ENSG00000166337,1.0178900000000002,0.95465,TAF10,11,-,6612175,train
ENSG00000166340,10.083011304347826,9.38985,TPP1,11,-,6619407,train
ENSG00000166341,2.932357826086957,2.79415,DCHS1,11,-,6655787,train
ENSG00000166342,0.416355652173913,0.2191,NETO1,18,-,72867942,train
ENSG00000166343,2.7291043478260866,2.67825,MSS51,10,-,73428287,train
ENSG00000166347,14.322160869565218,11.754650000000002,CYB5A,18,-,74291924,test
ENSG00000166348,12.28824347826087,10.85425,USP54,10,-,73591330,train
ENSG00000166349,0.3938791304347825,0.26815,RAG1,11,+,36567997,train
ENSG00000166351,0.00409,0.0,POTED,21,+,13609777,train
ENSG00000166352,0.8374456521739131,0.80835,IFTAP,11,+,36594502,train
ENSG00000166359,1.2999721739130436,1.1386500000000002,WDR88,19,+,33132111,train
ENSG00000166363,0.455704347826087,0.356,OR10A5,11,+,6845683,train
ENSG00000166368,0.4680495652173913,0.40035,OR2D2,11,-,6892500,train
ENSG00000166377,4.886616086956522,4.81065,ATP9B,18,+,79069385,train
ENSG00000166387,6.161441739130436,5.38805,PPFIBP2,11,+,7513967,train
ENSG00000166391,0.1246043478260869,0.0293,MOGAT2,11,+,75717812,train
ENSG00000166394,1.118903043478261,0.9052,CYB5R2,11,-,7673453,train
ENSG00000166396,0.3405913043478261,0.06745,SERPINB7,18,+,63777773,train
ENSG00000166401,2.196924347826087,2.07925,SERPINB8,18,+,63970050,train
ENSG00000166402,1.856996956521739,1.5041,TUB,11,+,8081299,train
ENSG00000166405,1.595522608695652,0.97455,RIC3,11,-,8168987,train
ENSG00000166407,0.0634060869565217,0.03025,LMO1,11,-,8268772,train
ENSG00000166411,3.200141739130435,3.05135,IDH3A,15,+,78149351,train
ENSG00000166415,1.6525486956521738,0.5116,WDR72,15,-,53759649,train
ENSG00000166426,0.5066282608695653,0.07715,CRABP1,15,+,78340344,train
ENSG00000166428,1.45484,1.24515,PLD4,14,+,104924844,valid
ENSG00000166432,4.800509130434782,4.1623,ZMAT1,X,-,101932008,train
ENSG00000166435,5.0594982608695656,4.7311,XRRA1,11,-,74949058,train
ENSG00000166436,3.3443604347826086,3.0203,TRIM66,11,-,8658873,train
ENSG00000166439,11.249716956521738,10.8624,RNF169,11,+,74748831,train
ENSG00000166441,67.9966747826087,63.8128,RPL27A,11,+,8682751,train
ENSG00000166444,4.529120434782609,4.181649999999999,DENND2B,11,-,8871367,train
ENSG00000166446,3.4964808695652176,3.0772,CDYL2,16,-,80804582,train
ENSG00000166448,2.2836982608695657,1.3438,TMEM130,7,-,98869920,train
ENSG00000166450,1.3377682608695651,1.0096500000000002,PRTG,15,-,55743059,train
ENSG00000166451,2.1041965217391305,1.86085,CENPN,16,+,81007189,valid
ENSG00000166452,6.536966086956522,6.2226,AKIP1,11,+,8911168,train
ENSG00000166454,13.219158260869566,13.00175,ATMIN,16,+,81035828,train
ENSG00000166455,0.0429795652173912,0.03795,C16orf46,16,-,81077181,test
ENSG00000166471,15.625560434782608,14.37295,TMEM41B,11,-,9314570,train
ENSG00000166473,0.2946604347826087,0.13245,PKD1L2,16,-,81181312,train
ENSG00000166477,10.817220434782609,10.3352,LEO1,15,-,51971740,train
ENSG00000166478,6.4996082608695644,6.43905,ZNF143,11,+,9461004,train
ENSG00000166479,9.915377391304348,9.61135,TMX3,18,-,68715052,train
ENSG00000166482,24.03026652173913,17.2035,MFAP4,17,-,19387170,train
ENSG00000166483,6.816069130434784,5.8593,WEE1,11,+,9573633,train
ENSG00000166484,2.2320652173913045,2.0890500000000003,MAPK7,17,+,19378474,train
ENSG00000166501,3.1392582608695654,2.6244500000000004,PRKCB,16,+,23835946,test
ENSG00000166503,2.497798260869565,2.26215,HDGFL3,15,-,83157989,train
ENSG00000166507,0.2093452173913043,0.19895,NDST2,10,-,73811583,train
ENSG00000166508,22.40623826086956,18.8625,MCM7,7,-,100101333,train
ENSG00000166509,0.0561186956521739,0.0,CLEC3A,16,+,78022538,train
ENSG00000166510,3.93438,2.9672,CCDC68,18,-,54959391,train
ENSG00000166523,1.8144034782608696,1.2971,CLEC4E,12,-,8540879,train
ENSG00000166526,9.02229,8.649149999999999,ZNF3,7,-,100081701,train
ENSG00000166527,0.5683395652173914,0.4433,CLEC4D,12,+,8513530,train
ENSG00000166529,2.7883269565217392,2.6409,ZSCAN21,7,+,100049766,test
ENSG00000166532,11.650384782608697,7.43485,RIMKLB,12,+,8697945,train
ENSG00000166535,0.4458721739130435,0.0712,A2ML1,12,+,8822610,train
ENSG00000166546,1.239481304347826,0.97165,BEAN1,16,+,66427272,train
ENSG00000166548,3.517770434782609,3.1811,TK2,16,-,66550112,train
ENSG00000166557,5.274387826086956,4.7427,TMED3,15,+,79311137,train
ENSG00000166558,0.0825530434782608,0.01995,SLC38A8,16,-,84042309,train
ENSG00000166562,15.922759130434782,11.343050000000002,SEC11C,18,+,59139864,train
ENSG00000166569,0.0063386956521739,0.0,CPLX4,18,-,59318586,train
ENSG00000166573,0.0161595652173913,0.00275,GALR1,18,+,77250027,train
ENSG00000166575,4.4587204347826095,4.0936,TMEM135,11,+,87037993,train
ENSG00000166578,2.078923478260869,1.7842,IQCD,12,-,113221087,train
ENSG00000166579,8.934330434782607,8.70965,NDEL1,17,+,8435871,train
ENSG00000166582,2.46627347826087,2.0372,CENPV,17,-,16353404,train
ENSG00000166589,0.1487669565217391,0.0296,CDH16,16,-,66918839,train
ENSG00000166592,12.06355,7.788449999999999,RRAD,16,-,66925526,train
ENSG00000166595,28.898371304347823,27.80675,CIAO2B,16,-,66934250,train
ENSG00000166596,1.0704939130434783,0.6804,CFAP52,17,+,9576642,train
ENSG00000166598,171.87700695652174,148.1516,HSP90B1,12,+,103930374,valid
ENSG00000166603,0.1266104347826087,0.07465,MC4R,18,-,60372767,train
ENSG00000166619,7.637594347826087,7.380549999999999,BLCAP,20,-,37527862,train
ENSG00000166634,0.0270343478260869,0.0,SERPINB12,18,+,63542369,train
ENSG00000166664,0.0856895652173913,0.0682,CHRFAM7A,15,+,32030506,train
ENSG00000166669,5.206365652173913,4.99265,ATF7IP2,16,+,10386049,train
ENSG00000166670,2.1929791304347823,1.0315500000000002,MMP10,11,-,102780612,train
ENSG00000166676,0.6344782608695653,0.5705,TVP23A,16,-,10818600,train
ENSG00000166681,47.45986869565217,41.8769,BEX3,X,+,103376395,test
ENSG00000166682,0.7572591304347827,0.5499,TMPRSS5,11,-,113706292,train
ENSG00000166685,7.062120869565217,6.7863,COG1,17,+,73193030,train
ENSG00000166689,6.924361304347825,6.507350000000001,PLEKHA7,11,-,17014396,train
ENSG00000166704,3.243497391304348,3.1416000000000004,ZNF606,19,-,58002761,train
ENSG00000166707,0.3419182608695652,0.2995,ZCCHC18,X,+,104112517,train
ENSG00000166710,427.2927956521739,402.93155,B2M,15,+,44711506,train
ENSG00000166716,6.9741673913043485,6.7992,ZNF592,15,+,84748554,test
ENSG00000166734,16.731282608695654,16.171599999999998,GOLM2,15,+,44288719,train
ENSG00000166736,2.3969517391304347,0.5629500000000001,HTR3A,11,+,113975191,train
ENSG00000166741,60.34846826086957,42.96565,NNMT,11,+,114296347,train
ENSG00000166743,0.983058695652174,0.65525,ACSM1,16,-,20676156,train
ENSG00000166747,18.69064608695652,18.6164,AP1G1,16,-,71808803,train
ENSG00000166750,24.55407347826087,24.2889,SLFN5,17,+,35243063,train
ENSG00000166762,1.157816956521739,1.0359,CATSPER2,15,-,43648831,train
ENSG00000166780,2.726250869565218,1.98405,BMERB1,16,+,15434588,train
ENSG00000166788,4.183207391304348,3.8508,SAAL1,11,-,18106047,train
ENSG00000166793,0.7333604347826088,0.64525,YPEL4,11,-,57649894,train
ENSG00000166794,43.78718608695652,38.71885,PPIB,15,-,64162965,train
ENSG00000166796,0.2275408695652174,0.0509,LDHC,11,+,18412293,train
ENSG00000166797,12.67036652173913,12.4604,CIAO2A,15,-,64073817,train
ENSG00000166800,0.2934469565217391,0.2424,LDHAL6A,11,+,18455822,valid
ENSG00000166801,13.967818695652172,14.00655,FAM111A,11,+,59144767,train
ENSG00000166803,0.6571278260869564,0.5076,PCLAF,15,-,64381441,train
ENSG00000166813,1.2957647826086958,1.09095,KIF7,15,-,89655428,train
ENSG00000166816,3.811858260869565,2.869,LDHD,16,-,75116767,train
ENSG00000166819,0.2400582608695652,0.17965,PLIN1,15,-,89679358,train
ENSG00000166821,3.1829173913043483,2.7247000000000003,PEX11A,15,-,89690676,test
ENSG00000166822,5.474875652173915,5.33275,TMEM170A,16,-,75464655,train
ENSG00000166823,1.490827391304348,1.14275,MESP1,15,-,89750856,train
ENSG00000166825,8.883569999999999,5.22445,ANPEP,15,-,89814816,train
ENSG00000166828,3.957631304347825,2.0366,SCNN1G,16,+,23182737,train
ENSG00000166831,0.4601139130434782,0.3028,RBPMS2,15,-,64775574,train
ENSG00000166833,9.843175652173914,8.67925,NAV2,11,+,19712823,train
ENSG00000166839,1.254888695652174,1.11125,ANKDD1A,15,+,64911876,train
ENSG00000166840,0.1423039130434782,0.06705,GLYATL1,11,+,58939471,valid
ENSG00000166845,1.016031304347826,0.86095,C18orf54,18,+,54358366,train
ENSG00000166847,8.172155652173913,7.976699999999999,DCTN5,16,+,23641452,train
ENSG00000166848,10.384092173913045,10.2911,TERF2IP,16,+,75647802,train
ENSG00000166851,2.232527826086956,1.8974,PLK1,16,+,23678863,train
ENSG00000166855,9.985166086956522,9.2751,CLPX,15,-,65185299,train
ENSG00000166856,0.4225286956521739,0.35665,GPR182,12,+,56994486,train
ENSG00000166860,3.3613778260869567,3.0588,ZBTB39,12,-,57006477,train
ENSG00000166862,0.0059186956521739,0.0,CACNG2,22,-,36703724,train
ENSG00000166863,0.767194347826087,0.03235,TAC3,12,-,57016522,train
ENSG00000166866,0.4332608695652174,0.1427999999999999,MYO1A,12,-,57050102,train
ENSG00000166869,0.1132147826086956,0.0158999999999999,CHP2,16,+,23755016,train
ENSG00000166881,8.565638260869566,7.57225,NEMP1,12,-,57078763,train
ENSG00000166884,0.0294304347826086,0.0,OR4D6,11,+,59456961,train
ENSG00000166886,11.794071739130436,10.6183,NAB2,12,+,57089099,train
ENSG00000166887,11.382849565217391,11.1966,VPS39,15,-,42208277,valid
ENSG00000166888,26.980591304347826,25.08355,STAT6,12,-,57111338,train
ENSG00000166889,9.532214347826088,9.13095,PATL1,11,-,59668980,train
ENSG00000166897,1.3849765217391308,0.9333,ELFN2,22,-,37427433,train
ENSG00000166900,10.222177391304347,9.47745,STX3,11,+,59755364,train
ENSG00000166902,11.303700869565215,10.805,MRPL16,11,-,59810729,train
ENSG00000166908,15.756017826086955,14.65325,PIP4K2C,12,+,57591182,valid
ENSG00000166912,4.748490434782608,4.37415,MTMR10,15,-,30991595,test
ENSG00000166913,33.08815739130435,33.0454,YWHAB,20,+,44885679,train
ENSG00000166920,6.889053913043479,3.7994,C15orf48,15,+,45430602,train
ENSG00000166922,3.0460760869565218,1.8307,SCG5,15,+,32641665,train
ENSG00000166923,6.028644347826085,4.5394000000000005,GREM1,15,+,32717993,train
ENSG00000166924,0.1199260869565217,0.0673999999999999,NYAP1,7,+,100483919,train
ENSG00000166925,7.801992608695653,7.33545,TSC22D4,7,-,100479142,train
ENSG00000166926,0.1376552173913043,0.08005,MS4A6E,11,+,60334976,train
ENSG00000166927,15.734134347826089,14.4376,MS4A7,11,+,60378494,train
ENSG00000166928,1.3473408695652174,1.1961,MS4A14,11,+,60378524,train
ENSG00000166930,0.0408121739130434,0.0,MS4A5,11,+,60429567,train
ENSG00000166938,7.387304782608696,7.04495,DIS3L,15,+,66293541,valid
ENSG00000166946,8.064627391304347,7.640000000000001,CCNDBP1,15,+,43185382,train
ENSG00000166947,0.057741304347826,0.0538,EPB42,15,-,43220989,train
ENSG00000166948,0.0107169565217391,0.0,TGM6,20,+,2380899,test
ENSG00000166949,9.013737826086958,7.9607,SMAD3,15,+,67065825,train
ENSG00000166959,2.211937391304348,1.0289,MS4A8,11,+,60699585,train
ENSG00000166960,0.0545560869565217,0.02975,CCDC178,18,-,33440721,test
ENSG00000166961,5.929621304347827,1.3062,MS4A15,11,+,60767525,train
ENSG00000166963,2.4656904347826085,2.1012,MAP1A,15,+,43517599,train
ENSG00000166965,2.575542608695652,2.3889500000000004,RCCD1,15,+,90954859,train
ENSG00000166971,6.832999565217391,6.5869,AKTIP,16,-,53503193,train
